Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
QUEENS PEAK,"1,595,000",775.01,"2,058",Oct-23,DUNDEE ROAD,Resale,Strata,72,"22,153",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
SYMPHONY SUITES,"1,070,000",914.94,"1,169",Oct-23,YISHUN CLOSE,Resale,Strata,85,"12,588",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
ALTEZ,"1,520,000",861.12,"1,765",Oct-23,ENGGOR STREET,Resale,Strata,80,"19,000",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,31 to 35
RIVEREDGE,"3,900,000","1,883.7","2,070",Oct-23,SAMPAN PLACE,Resale,Strata,175,"22,286",-,Condominium,1,99 yrs lease commencing from 2004,15,Rest of Central Region,16 to 20
THE BAYSHORE,"1,610,000","1,237.86","1,301",Oct-23,BAYSHORE ROAD,Resale,Strata,115,"14,000",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,21 to 25
CORALIS,"2,888,000","1,280.92","2,255",Oct-23,JOO CHIAT ROAD,Resale,Strata,119,"24,269",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
THE BALE,"1,550,000","1,054.87","1,469",Oct-23,LORONG H TELOK KURAU,Resale,Strata,98,"15,816",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PARC ROSEWOOD,"658,000",430.56,"1,528",Oct-23,ROSEWOOD DRIVE,Resale,Strata,40,"16,450",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
AMBER POINT,"3,600,000","1,668.42","2,158",Oct-23,AMBER ROAD,Resale,Strata,155,"23,226",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
THE ARISTO @ AMBER,"1,550,000",807.3,"1,920",Oct-23,AMBER ROAD,Resale,Strata,75,"20,667",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
ECO,"870,000",548.96,"1,585",Oct-23,BEDOK SOUTH AVENUE 3,Resale,Strata,51,"17,059",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
KOVAN RESIDENCES,"2,100,000","1,614.6","1,301",Oct-23,KOVAN ROAD,Resale,Strata,150,"14,000",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
D'LEEDON,"3,330,000","1,711.48","1,946",Oct-23,LEEDON HEIGHTS,Resale,Strata,159,"20,943",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
H2O RESIDENCES,"1,088,888",882.65,"1,234",Oct-23,FERNVALE LINK,Resale,Strata,82,"13,279",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,11 to 15
KARTAR APARTMENTS,"18,000,000","6,964.31","2,585",Oct-23,THOMSON ROAD,Resale,Strata,647,"27,821",-,Apartment,7,Freehold,11,Core Central Region,01 to 05
THE IMPERIAL,"4,500,000","1,905.23","2,362",Oct-23,JALAN RUMBIA,Resale,Strata,177,"25,424",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
THE SEAFRONT ON MEYER,"4,650,000","2,109.74","2,204",Oct-23,MEYER ROAD,Resale,Strata,196,"23,724",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
WOODHAVEN,"1,025,000",807.3,"1,270",Oct-23,WOODGROVE AVENUE,Resale,Strata,75,"13,667",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
THE ANCHORAGE,"2,430,000","1,603.84","1,515",Oct-23,ALEXANDRA ROAD,Resale,Strata,149,"16,309",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
POLLEN & BLEU,"1,820,000",893.41,"2,037",Oct-23,FARRER DRIVE,Resale,Strata,83,"21,928",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05
FERRARIA PARK CONDOMINIUM,"1,200,000",936.47,"1,281",Oct-23,FLORA DRIVE,Resale,Strata,87,"13,793",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
THE CASCADIA,"2,750,000","1,237.86","2,222",Oct-23,BUKIT TIMAH ROAD,Resale,Strata,115,"23,913",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
STURDEE RESIDENCES,"2,470,000","1,291.68","1,912",Oct-23,BEATTY ROAD,Resale,Strata,120,"20,583",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,11 to 15
WATERFRONT @ FABER,"1,943,000","1,280.92","1,517",Oct-23,FABER WALK,Resale,Strata,119,"16,328",-,Apartment,1,99 yrs lease commencing from 2013,05,Outside Central Region,01 to 05
PALAZZETTO,"1,348,000",818.06,"1,648",Oct-23,TANJONG RHU ROAD,Resale,Strata,76,"17,737",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
SENNETT ESTATE,"1,538,888","1,119.46","1,375",Oct-23,MACPHERSON ROAD,Resale,Strata,104,"14,797",-,Apartment,1,9999 yrs lease commencing from 1959,13,Rest of Central Region,01 to 05
ST MICHAEL REGENCY,"1,780,000","1,248.62","1,426",Oct-23,ST. MICHAEL'S ROAD,Resale,Strata,116,"15,345",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
PARK PLACE RESIDENCES AT PLQ,"1,528,000",678.13,"2,253",Oct-23,PAYA LEBAR ROAD,Resale,Strata,63,"24,254",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
LAGOON VIEW,"1,820,000","1,646.89","1,105",Oct-23,MARINE PARADE ROAD,Resale,Strata,153,"11,895",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,11 to 15
THE TRILINQ,"2,515,000","1,517.72","1,657",Oct-23,JALAN LEMPENG,Resale,Strata,141,"17,837",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,16 to 20
THE ROCHESTER RESIDENCES,"2,180,000","1,302.44","1,674",Oct-23,ROCHESTER DRIVE,Resale,Strata,121,"18,017",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,31 to 35
MEIER SUITES,"4,150,000","2,206.62","1,881",Oct-23,MARGATE ROAD,Resale,Strata,205,"20,244",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
THE PROMENADE@PELIKAT,"1,118,000",807.3,"1,385",Oct-23,JALAN PELIKAT,Resale,Strata,75,"14,907",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CLOVER BY THE PARK,"2,200,000","1,248.62","1,762",Oct-23,BISHAN STREET 25,Resale,Strata,116,"18,966",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,06 to 10
MEDGE,"865,000",462.85,"1,869",Oct-23,MINBU ROAD,Resale,Strata,43,"20,116",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
VILLA MARINA,"1,700,000","1,280.92","1,327",Oct-23,JALAN SEMPADAN,Resale,Strata,119,"14,286",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
COCO PALMS,"2,375,000","1,743.77","1,362",Oct-23,PASIR RIS GROVE,Resale,Strata,162,"14,660",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
STIRLING RESIDENCES,"1,810,000",785.77,"2,303",Oct-23,STIRLING ROAD,Resale,Strata,73,"24,795",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
COCO PALMS,"1,230,000",753.48,"1,632",Oct-23,PASIR RIS GROVE,Resale,Strata,70,"17,571",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
CITY GATE,"1,180,000",559.73,"2,108",Oct-23,BEACH ROAD,Resale,Strata,52,"22,692",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
LAGUNA PARK,"1,968,000","1,614.6","1,219",Oct-23,MARINE PARADE ROAD,Resale,Strata,150,"13,120",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,16 to 20
ZENITH,"1,180,000",559.73,"2,108",Oct-23,ZION ROAD,Resale,Strata,52,"22,692",-,Apartment,1,999 yrs lease commencing from 1877,10,Core Central Region,11 to 15
THE PANORAMA,"1,880,000","1,011.82","1,858",Oct-23,ANG MO KIO AVENUE 2,Resale,Strata,94,"20,000",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
WOODSVILLE 28,"2,200,000","1,399.32","1,572",Oct-23,WOODSVILLE CLOSE,Resale,Strata,130,"16,923",-,Apartment,1,99 yrs lease commencing from 2007,13,Rest of Central Region,11 to 15
LINCOLN SUITES,"2,550,000","1,097.93","2,323",Oct-23,KHIANG GUAN AVENUE,Resale,Strata,102,"25,000",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
SEASONS VIEW,"1,330,000",968.76,"1,373",Oct-23,PEMIMPIN DRIVE,Resale,Strata,90,"14,778",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,01 to 05
EIGHT RIVERSUITES,"1,430,000",807.3,"1,771",Oct-23,WHAMPOA EAST,Resale,Strata,75,"19,067",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
THE MEYERISE,"5,028,000","1,819.12","2,764",Oct-23,MEYER ROAD,Resale,Strata,169,"29,751",-,Condominium,1,Freehold,15,Rest of Central Region,26 to 30
NEEM TREE,"800,000",419.8,"1,906",Oct-23,JALAN KEMAMAN,Resale,Strata,39,"20,513",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
PARC VISTA,"1,460,000","1,259.39","1,159",Oct-23,CORPORATION ROAD,Resale,Strata,117,"12,479",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,11 to 15
8@WOODLEIGH,"731,888",398.27,"1,838",Oct-23,WOODLEIGH CLOSE,Resale,Strata,37,"19,781",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,11 to 15
PARC ROSEWOOD,"935,000",828.83,"1,128",Oct-23,ROSEWOOD DRIVE,Resale,Strata,77,"12,143",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
THE VERVE,"1,450,000","1,313.21","1,104",Oct-23,JALAN RAJAH,Resale,Strata,122,"11,885",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
RESIDENTIAL APARTMENTS,"1,150,000",914.94,"1,257",Oct-23,LORONG 17 GEYLANG,Resale,Strata,85,"13,529",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
PAVILION SQUARE,"660,000",462.85,"1,426",Oct-23,GEYLANG ROAD,Resale,Strata,43,"15,349",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
BAYSHORE PARK,"3,410,000","3,326.08","1,025",Oct-23,BAYSHORE ROAD,Resale,Strata,309,"11,036",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,31 to 35
MACKENZIE 138,"810,000",484.38,"1,672",Oct-23,MACKENZIE ROAD,Resale,Strata,45,"18,000",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE BAYSHORE,"1,610,000","1,227.1","1,312",Oct-23,BAYSHORE ROAD,Resale,Strata,114,"14,123",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
BOATHOUSE RESIDENCES,"800,000",656.6,"1,218",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,61,"13,115",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE CENTRIS,"1,820,000","1,506.96","1,208",Oct-23,JURONG WEST CENTRAL 3,Resale,Strata,140,"13,000",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
KENTISH COURT,"1,350,000","1,044.11","1,293",Oct-23,OXFORD ROAD,Resale,Strata,97,"13,918",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,06 to 10
WEST BAY CONDOMINIUM,"1,030,000",936.47,"1,100",Oct-23,WEST COAST CRESCENT,Resale,Strata,87,"11,839",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
THE POIZ RESIDENCES,"2,280,000","1,184.04","1,926",Oct-23,MEYAPPA CHETTIAR ROAD,Resale,Strata,110,"20,727",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
STUDIO8,"790,000",462.85,"1,707",Oct-23,JALAN AYER,Resale,Strata,43,"18,372",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE GREENWICH,"1,150,000",904.18,"1,272",Oct-23,SELETAR ROAD,Resale,Strata,84,"13,690",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
THE ENCLAVE . HOLLAND,"1,050,000",419.8,"2,501",Oct-23,HOLLAND ROAD,Resale,Strata,39,"26,923",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
GAMBIR RIDGE,"2,280,000","1,442.38","1,581",Oct-23,GAMBIR WALK,Resale,Strata,134,"17,015",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CAVENDISH PARK,"1,980,000","1,313.21","1,508",Oct-23,PINE GROVE,Resale,Strata,122,"16,230",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,11 to 15
EMERALD PARK,"1,938,000","1,205.57","1,608",Oct-23,INDUS ROAD,Resale,Strata,112,"17,304",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,06 to 10
BOTANIQUE AT BARTLEY,"2,098,000","1,065.64","1,969",Oct-23,UPPER PAYA LEBAR ROAD,Resale,Strata,99,"21,192",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
HAZEL PARK CONDOMINIUM,"2,000,000",979.52,"2,042",Oct-23,HAZEL PARK TERRACE,Resale,Strata,91,"21,978",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
THE LAKESHORE,"1,610,000","1,162.51","1,385",Oct-23,JURONG WEST STREET 41,Resale,Strata,108,"14,907",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,11 to 15
GILLENIA,"1,368,000","1,140.98","1,199",Oct-23,ROSYTH ROAD,Resale,Strata,106,"12,906",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
SUITES AT ORCHARD,"2,100,000","1,367.03","1,536",Oct-23,HANDY ROAD,Resale,Strata,127,"16,535",-,Apartment,1,99 yrs lease commencing from 2007,09,Core Central Region,06 to 10
VACANZA @ EAST,"1,970,000","1,399.32","1,408",Oct-23,LENGKONG TUJOH,Resale,Strata,130,"15,154",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
SPRINGDALE CONDOMINIUM,"1,800,000","1,108.69","1,624",Oct-23,HINDHEDE WALK,Resale,Strata,103,"17,476",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05
D'LEEDON,"3,380,000","1,679.18","2,013",Oct-23,LEEDON HEIGHTS,Resale,Strata,156,"21,667",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,21 to 25
PARC OLYMPIA,"1,345,000","1,162.51","1,157",Oct-23,FLORA DRIVE,Resale,Strata,108,"12,454",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
WATERFRONT KEY,"1,800,000","1,205.57","1,493",Oct-23,BEDOK RESERVOIR ROAD,Resale,Strata,112,"16,071",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05
8 RODYK,"3,200,000","1,367.03","2,341",Oct-23,RODYK STREET,Resale,Strata,127,"25,197",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
LAKEHOLMZ,"1,800,000","1,506.96","1,194",Oct-23,CORPORATION ROAD,Resale,Strata,140,"12,857",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,11 to 15
FLAME TREE PARK,"3,158,000","1,862.17","1,696",Oct-23,SIN MING AVENUE,Resale,Strata,173,"18,254",-,Condominium,1,Freehold,20,Rest of Central Region,01 to 05
TIVOLI GRANDE,"1,950,000","1,528.49","1,276",Oct-23,KOON SENG ROAD,Resale,Strata,142,"13,732",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE MINTON,"1,600,000","1,087.16","1,472",Oct-23,HOUGANG STREET 11,Resale,Strata,101,"15,842",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
KATONG REGENCY,"3,350,000","1,991.34","1,682",Oct-23,TANJONG KATONG ROAD,Resale,Strata,185,"18,108",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
TANGERINE GROVE,"1,415,000",914.94,"1,547",Oct-23,PAYA LEBAR CRESCENT,Resale,Strata,85,"16,647",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
ASCENTIA SKY,"1,750,000",947.23,"1,847",Oct-23,ALEXANDRA VIEW,Resale,Strata,88,"19,886",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,11 to 15
CASHEW PARK CONDOMINIUM,"1,768,000","1,367.03","1,293",Oct-23,CASHEW ROAD,Resale,Strata,127,"13,921",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
THE SAIL @ MARINA BAY,"1,780,000",861.12,"2,067",Oct-23,MARINA BOULEVARD,Resale,Strata,80,"22,250",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,41 to 45
PARC ROSEWOOD,"1,000,000",828.83,"1,207",Oct-23,ROSEWOOD DRIVE,Resale,Strata,77,"12,987",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
AURA 83,"1,275,888",785.77,"1,624",Oct-23,DUKU ROAD,Resale,Strata,73,"17,478",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
RIVERSAILS,"1,630,000","1,108.69","1,470",Oct-23,UPPER SERANGOON CRESCENT,Resale,Strata,103,"15,825",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
