Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
POLLEN & BLEU,"5,100,000","2,830.93","1,802",May-21,FARRER DRIVE,Resale,Strata,263,"19,392",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,06 to 10
GILSTEAD TWO,"1,528,000",775.01,"1,972",May-21,GILSTEAD ROAD,Resale,Strata,72,"21,222",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
8@WOODLEIGH,"1,188,000",839.59,"1,415",May-21,WOODLEIGH CLOSE,Resale,Strata,78,"15,231",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,11 to 15
THE SANTORINI,"590,000",527.44,"1,119",May-21,TAMPINES STREET 86,Resale,Strata,49,"12,041",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
NATURA@HILLVIEW,"955,000",721.19,"1,324",May-21,HILLVIEW TERRACE,Resale,Strata,67,"14,254",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
EUHABITAT,"715,000",592.02,"1,208",May-21,JALAN EUNOS,Resale,Strata,55,"13,000",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
CUSCADEN RESIDENCES,"4,950,000","2,077.45","2,383",May-21,CUSCADEN ROAD,Resale,Strata,193,"25,648",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
COCO PALMS,"1,355,000","1,097.93","1,234",May-21,PASIR RIS GROVE,Resale,Strata,102,"13,284",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
ST THOMAS SUITES,"3,920,000","1,819.12","2,155",May-21,ST. THOMAS WALK,Resale,Strata,169,"23,195",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
BREEZE BY THE EAST,"2,400,000","2,045.16","1,174",May-21,UPPER EAST COAST ROAD,Resale,Strata,190,"12,632",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
PARC OASIS,"1,180,000","1,227.1",962,May-21,JURONG EAST AVENUE 1,Resale,Strata,114,"10,351",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,16 to 20
THE LAKEFRONT RESIDENCES,"1,780,000","1,410.08","1,262",May-21,LAKESIDE DRIVE,Resale,Strata,131,"13,588",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,01 to 05
COSTA RHU,"1,290,000","1,011.82","1,275",May-21,RHU CROSS,Resale,Strata,94,"13,723",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
NORTHWOOD,"2,000,000","2,228.15",898,May-21,JALAN MATA AYER,Resale,Strata,207,"9,662",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
SHELFORD REGENCY,"1,848,000","1,151.75","1,605",May-21,SHELFORD ROAD,Resale,Strata,107,"17,271",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE WHARF RESIDENCE,"3,118,800","1,442.38","2,162",May-21,TONG WATT ROAD,Resale,Strata,134,"23,275",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
WATERTOWN,"765,000",581.26,"1,316",May-21,PUNGGOL CENTRAL,Resale,Strata,54,"14,167",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
WILKIE 87,"1,880,000","1,227.1","1,532",May-21,WILKIE ROAD,Resale,Strata,114,"16,491",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE PEARL @ MOUNT FABER,"1,788,000","1,388.56","1,288",May-21,MOUNT FABER ROAD,Resale,Strata,129,"13,860",-,Condominium,1,99 yrs lease commencing from 2002,04,Rest of Central Region,06 to 10
PARC CENTROS,"940,000",764.24,"1,230",May-21,PUNGGOL CENTRAL,Resale,Strata,71,"13,239",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
PARC ROSEWOOD,"520,000",430.56,"1,208",May-21,ROSEWOOD DRIVE,Resale,Strata,40,"13,000",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PRINCIPAL GARDEN,"3,988,888","2,002.1","1,992",May-21,PRINCE CHARLES CRESCENT,Resale,Strata,186,"21,446",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
ESTELLA GARDENS,"1,160,000","1,291.68",898,May-21,FLORA ROAD,Resale,Strata,120,"9,667",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE BEACON EDGE,"1,600,000",968.76,"1,652",May-21,TEMBELING ROAD,Resale,Strata,90,"17,778",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BLISS@KOVAN,"1,268,000",839.59,"1,510",May-21,SIMON LANE,Resale,Strata,78,"16,256",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
SKIES MILTONIA,"595,000",484.38,"1,228",May-21,MILTONIA CLOSE,Resale,Strata,45,"13,222",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
PALM ISLES,"780,000",807.3,966,May-21,FLORA DRIVE,Resale,Strata,75,"10,400",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
OCEAN PARK,"3,130,000","2,109.74","1,484",May-21,EAST COAST ROAD,Resale,Strata,196,"15,969",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE QUARTZ,"1,220,000","1,151.75","1,059",May-21,COMPASSVALE BOW,Resale,Strata,107,"11,402",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"687,000",484.38,"1,418",May-21,COMPASSVALE BOW,Resale,Strata,45,"15,267",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE MINTON,"1,020,000",979.52,"1,041",May-21,HOUGANG STREET 11,Resale,Strata,91,"11,209",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
RIVERSAILS,"1,000,000",947.23,"1,056",May-21,UPPER SERANGOON CRESCENT,Resale,Strata,88,"11,364",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
EUHABITAT,"768,000",613.55,"1,252",May-21,JALAN EUNOS,Resale,Strata,57,"13,474",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"780,000",581.26,"1,342",May-21,FERNVALE ROAD,Resale,Strata,54,"14,444",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
ONE-NORTH RESIDENCES,"1,450,000",979.52,"1,480",May-21,ONE-NORTH GATEWAY,Resale,Strata,91,"15,934",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
SERENITY BREEZE,"1,300,000","1,334.74",974,May-21,LORONG J TELOK KURAU,Resale,Strata,124,"10,484",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
HAZEL PARK CONDOMINIUM,"1,872,000","1,517.72","1,233",May-21,HAZEL PARK TERRACE,Resale,Strata,141,"13,277",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,06 to 10
BARTLEY RESIDENCES,"1,200,000",807.3,"1,486",May-21,LORONG HOW SUN,Resale,Strata,75,"16,000",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
AMBER RESIDENCES,"2,200,000","1,248.62","1,762",May-21,AMBER ROAD,Resale,Strata,116,"18,966",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
THE BAYSHORE,"1,650,000","1,431.61","1,153",May-21,BAYSHORE ROAD,Resale,Strata,133,"12,406",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,21 to 25
SKY VUE,"1,180,000",678.13,"1,740",May-21,BISHAN STREET 15,Resale,Strata,63,"18,730",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,11 to 15
ASPEN HEIGHTS,"2,450,000","1,323.97","1,850",May-21,RIVER VALLEY ROAD,Resale,Strata,123,"19,919",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
MARINA ONE RESIDENCES,"3,460,537","1,593.07","2,172",May-21,MARINA WAY,Resale,Strata,148,"23,382",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,06 to 10
THE COAST AT SENTOSA COVE,"3,100,000","1,915.99","1,618",May-21,OCEAN DRIVE,Resale,Strata,178,"17,416",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,06 to 10
KAP RESIDENCES,"1,265,000",688.9,"1,836",May-21,KING ALBERT PARK,Resale,Strata,64,"19,766",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
LA FIESTA,"1,610,000","1,345.5","1,197",May-21,SENGKANG SQUARE,Resale,Strata,125,"12,880",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE MIDAS,"1,100,000","1,097.93","1,002",May-21,LORONG 30 GEYLANG,Resale,Strata,102,"10,784",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE ARC AT DRAYCOTT,"2,398,888","1,130.22","2,122",May-21,DRAYCOTT DRIVE,Resale,Strata,105,"22,847",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
GARDENVISTA,"1,650,000","1,130.22","1,460",May-21,DUNEARN ROAD,Resale,Strata,105,"15,714",-,Condominium,1,99 yrs lease commencing from 1999,21,Rest of Central Region,01 to 05
RIVERSIDE 48,"1,550,000",828.83,"1,870",May-21,ROBERTSON QUAY,Resale,Strata,77,"20,130",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CAIRNHILL CREST,"2,475,000","1,205.57","2,053",May-21,CAIRNHILL CIRCLE,Resale,Strata,112,"22,098",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
CASAFINA,"1,110,000","1,205.57",921,May-21,BEDOK SOUTH AVENUE 1,Resale,Strata,112,"9,911",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
PARC OLYMPIA,"1,070,000","1,162.51",920,May-21,FLORA DRIVE,Resale,Strata,108,"9,907",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
ST FRANCIS LODGE,"1,395,000","1,216.33","1,147",May-21,ST. FRANCIS ROAD,Resale,Strata,113,"12,345",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE TRUMPS,"1,230,000","1,044.11","1,178",May-21,JALAN KEMBANGAN,Resale,Strata,97,"12,680",-,Condominium,1,99 yrs lease commencing from 2000,14,Outside Central Region,01 to 05
AURA 83,"818,000",505.91,"1,617",May-21,DUKU ROAD,Resale,Strata,47,"17,404",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE POIZ RESIDENCES,"1,360,000",775.01,"1,755",May-21,MEYAPPA CHETTIAR ROAD,Resale,Strata,72,"18,889",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,01 to 05
THE SANTORINI,"1,560,000","1,367.03","1,141",May-21,TAMPINES STREET 86,Resale,Strata,127,"12,283",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
MELVILLE PARK,"679,000",958,709,May-21,SIMEI STREET 1,Resale,Strata,89,"7,629",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
THE METROPOLITAN CONDOMINIUM,"2,150,000","1,356.26","1,585",May-21,ALEXANDRA VIEW,Resale,Strata,126,"17,063",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,06 to 10
MERAWOODS,"1,500,000","1,345.5","1,115",May-21,HILLVIEW AVENUE,Resale,Strata,125,"12,000",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,01 to 05
CASUARINA COVE,"1,530,000","1,216.33","1,258",May-21,TANJONG RHU ROAD,Resale,Strata,113,"13,540",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"3,000,000","1,319.67","2,273",May-21,LORONG 6 GEYLANG,Resale,Land,122.6,"24,470",-,Apartment,2,Freehold,14,Rest of Central Region,01 to 05
THE COAST AT SENTOSA COVE,"3,325,000","2,023.63","1,643",May-21,OCEAN DRIVE,Resale,Strata,188,"17,686",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,06 to 10
EASTPOINT GREEN,"955,000","1,130.22",845,May-21,SIMEI STREET 3,Resale,Strata,105,"9,095",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
THE MAYFAIR,"1,100,000","1,173.28",938,May-21,JURONG EAST STREET 32,Resale,Strata,109,"10,092",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,11 to 15
ONE SHENTON,"1,450,000","1,001.05","1,448",May-21,SHENTON WAY,Resale,Strata,93,"15,591",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,21 to 25
PEACE MANSION,"1,740,000","2,604.89",668,May-21,SOPHIA ROAD,Resale,Strata,242,"7,190",-,Apartment,1,99 yrs lease commencing from 1970,09,Core Central Region,26 to 30
GRANDEUR 8,"1,150,000","1,119.46","1,027",May-21,ANG MO KIO CENTRAL 3,Resale,Strata,104,"11,058",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,06 to 10
CHANGI RISE CONDOMINIUM,"2,190,000","3,153.85",694,May-21,SIMEI RISE,Resale,Strata,293,"7,474",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
HILLTOP GROVE,"1,132,800","1,302.44",870,May-21,HILLVIEW AVENUE,Resale,Strata,121,"9,362",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
SANCTUARY GREEN,"1,118,000",775.01,"1,443",May-21,TANJONG RHU ROAD,Resale,Strata,72,"15,528",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
THE LIGHT @ CAIRNHILL,"3,500,000","1,689.95","2,071",May-21,CAIRNHILL CIRCLE,Resale,Strata,157,"22,293",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
LEGENDA AT JOO CHIAT,"1,180,000","1,033.34","1,142",May-21,JOO CHIAT LANE,Resale,Strata,96,"12,292",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,01 to 05
THE CAPE,"1,525,000",850.36,"1,793",May-21,AMBER ROAD,Resale,Strata,79,"19,304",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
D'ECOSIA,"1,950,000","1,754.53","1,111",May-21,STILL ROAD SOUTH,Resale,Strata,163,"11,963",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
YISHUN EMERALD,"1,048,000","1,431.61",732,May-21,CANBERRA DRIVE,Resale,Strata,133,"7,880",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,16 to 20
THE MAYFAIR,"1,143,000","1,173.28",974,May-21,JURONG EAST STREET 32,Resale,Strata,109,"10,486",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,11 to 15
THE ANCHORAGE,"2,350,000","1,646.89","1,427",May-21,ALEXANDRA ROAD,Resale,Strata,153,"15,359",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
BOTANIKA,"4,900,000","2,604.89","1,881",May-21,HOLLAND ROAD,Resale,Strata,242,"20,248",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
EMERALD PARK,"1,160,000",925.7,"1,253",May-21,INDUS ROAD,Resale,Strata,86,"13,488",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,01 to 05
KOVAN RESIDENCES,"2,200,000","1,776.06","1,239",May-21,KOVAN ROAD,Resale,Strata,165,"13,333",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
WATERFRONT ISLE,"1,450,000","1,216.33","1,192",May-21,BEDOK RESERVOIR ROAD,Resale,Strata,113,"12,832",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
RITZ REGENCY,"1,700,000","1,194.8","1,423",May-21,IPOH LANE,Resale,Strata,111,"15,315",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
ECHELON,"1,420,000",731.95,"1,940",May-21,ALEXANDRA VIEW,Resale,Strata,68,"20,882",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,26 to 30
